HS Code,HS Code Label
0570110,Of wool or fine animal hair
0570190,Of other textile materials
0570210,"'Kelem', 'Schumacks', 'Karamanie' and similar hand-woven rugs"
0570220,Floor coverings of coconut fibres (coir)
0570231,Of wool or fine animal hair
0570232,Of man-made textile materials
0570239,Of other textile materials
0570241,Of wool or fine animal hair
0570242,Of man-made textile materials
0570249,Of other textile materials
0570250,"Other, not of pile construction, not made up"
0570291,Of wool or fine animal hair
0570292,Of man-made textile materials
0570299,Of other textile materials
0570310,Of wool or fine animal hair
0570320,Of nylon or other polyamides
0570330,Of other man-made textile materials
0570390,Of other textile materials
0570410,"Tiles, having a maximum surface area of 0.3 square metres"
0570490,Other
0570500,"HER CARPETS AND OTHER TEXTILE FLOOR COVERINGS, WHETHER OR NOT MADE UP"
0580110,Of wool or fine animal hair
0580121,Uncut weft pile fabrics
0580122,Cut corduroy
0580123,Other weft pile fabrics
0580126,Chenille fabrics
0580127,Warp pile fabrics
0580131,Uncut weft pile fabrics
0580132,Cut corduroy
0580133,Other weft pile fabrics
0580136,Chenille fabrics
0580137,Warp pile fabrics
0580190,Of other textile materials
0580211,Unbleached
0580219,Other
0580220,"Terry towelling and similar woven terry fabrics, of other textile materials"
0580230,Tufted textile fabrics
0580300,"UZE, OTHER THAN NARROW FABRICS OF HEADING 5806"
0580410,Tulles and other net fabrics
0580421,Of man-made fibres
0580429,Of other textile materials
0580430,Hand-made lace
0580500,"ND-WOVEN TAPESTRIES OF THE TYPE GOBELINS, FLANDERS, AUBUSSON, BEAUVAIS AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (FOR EXAMPLE, PETIT POINT, CROSS STITCH), WHETHER OR NOT MADE UP"
0580610,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics
0580620,"Other woven fabrics, containing by weight 5% or more of elastomeric yarn or rubber thread"
0580631,Of cotton
0580632,Of man-made fibres
0580639,Of other textile materials
0580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)
0580710,Woven
0580790,Other
0580810,"Braids, in the piece"
0580890,Other
0580900,"VEN FABRICS OF METAL THREAD AND WOVEN FABRICS OF METALLISED YARN OF 5605, OF A KIND USED IN APPAREL, AS FURNISHING FABRICS OR FOR SIMILAR PURPOSES, NOT ELSEWHERE SPECIFIED OR INCLUDED"
0581010,Embroidery without visible ground
0581091,Of cotton
0581092,Of man-made fibres
0581099,Of other textile materials
0581100,"ILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED WITH PADDING BY STITCHING OR OTHERWISE, OTHER THAN EMBROIDERY OF 5810"
0590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like"
0590190,Other
0590210,Of nylon or other polyamides
0590220,Of polyesters
0590290,Other
0590310,With poly(vinyl chloride)
0590320,With polyurethane
0590390,Other
0590410,Linoleum
0590490,Other
0590500,XTILE WALL COVERINGS
0590610,Adhesive tape of a width not exceeding 20 cm
0590691,Knitted or crocheted
0590699,Other
0590700,"XTILE FABRICS OTHERWISE IMPREGNATED, COATED OR COVERED; PAINTED CANVAS BEING THEATRICAL SCENERY, STUDIO BACK-CLOTHS OR THE LIKE"
0590800,"XTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED GAS MANTLE FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED"
0590900,"XTILE HOSEPIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTHER MATERIALS"
0591000,"ANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT IMPREGNATED, COATED, COVERED OR LAMINATED WITH PLASTICS, OR REINFORCED WITH METAL OR OTHER MATERIAL"
0591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams)"
0591120,"Bolting cloth, whether or not made up"
0591131,Weighing less than 650 g/square metre
0591132,Weighing 650 g/square metre or more
0591140,"Straining cloth of a kind used in oil presses and the like, including those of human hair"
0591190,Other
0600110,'Long pile' fabrics
0600121,Of cotton
0600122,Of man-made fibres
0600129,Of other textile materials
0600191,Of cotton
0600192,Of man-made fibres
0600199,Of other textile materials
0600240,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread
0600290,Other
0600310,Of wool or fine animal hair
0600320,Of cotton
0600330,Of synthetic fibres
0600340,Of artificial fibres
0600390,Other
0600410,Containing by weight 5% or more of elastomeric yarn but not containing rubber thread
0600490,Other
0600521,Unbleached or bleached
0600522,Dyed
0600523,Of yarns of different colours
0600524,Printed
0600531,Unbleached or bleached
0600532,Dyed
0600533,Of yarns of different colours
0600534,Printed
0600541,Unbleached or bleached
0600542,Dyed
0600543,Of yarns of different colours
0600544,Printed
0600590,Other
0600610,Of wool or fine animal hair
0600621,Unbleached or bleached
0600622,Dyed
0600623,Of yarns of different colours
0600624,Printed
0600631,Unbleached or bleached
0600632,Dyed
0600633,Of yarns of different colours
0600634,Printed
0600641,Unbleached or bleached
0600642,Dyed
0600643,Of yarns of different colours
0600644,Printed
0600690,Other
0610120,Of cotton
0610130,Of man-made fibres
0610190,Of other textile materials
0610210,Of wool or fine animal hair
0610220,Of cotton
0610230,Of man-made fibres
0610290,Of other textile materials
0610310,Suits
0610322,Of cotton
0610323,Of synthetic fibres
0610329,Of other textile materials
0610331,Of wool or fine animal hair
0610332,Of cotton
0610333,Of synthetic fibres
0610339,Of other textile materials
0610341,Of wool or fine animal hair
0610342,Of cotton
0610343,Of synthetic fibres
0610349,Of other textile materials
0610413,Of synthetic fibres
0610419,Of other textile materials
0610422,Of cotton
0610423,Of synthetic fibres
0610429,Of other textile materials
0610431,Of wool or fine animal hair
0610432,Of cotton
0610433,Of synthetic fibres
0610439,Of other textile materials
0610441,Of wool or fine animal hair
0610442,Of cotton
0610443,Of synthetic fibres
0610444,Of artificial fibres
0610449,Of other textile materials
0610451,Of wool or fine animal hair
0610452,Of cotton
0610453,Of synthetic fibres
0610459,Of other textile materials
0610461,Of wool or fine animal hair
0610462,Of cotton
0610463,Of synthetic fibres
0610469,Of other textile materials
0610510,Of cotton
0610520,Of man-made fibres
0610590,Of other textile materials
0610610,Of cotton
0610620,Of man-made fibres
0610690,Of other textile materials
0610711,Of cotton
0610712,Of man-made fibres
0610719,Of other textile materials
0610721,Of cotton
0610722,Of man-made fibres
0610729,Of other textile materials
0610791,Of cotton
0610799,Of other textile materials
0610811,Of man-made fibres
0610819,Of other textile materials
0610821,Of cotton
0610822,Of man-made fibres
0610829,Of other textile materials
0610831,Of cotton
0610832,Of man-made fibres
0610839,Of other textile materials
0610891,Of cotton
0610892,Of man-made fibres
0610899,Of other textile materials
0610910,Of cotton
0610990,Of other textile materials
0611011,Of wool
0611012,Of Kashmir (cashmere) goats
0611019,Other
0611020,Of cotton
0611030,Of man-made fibres
0611090,Of other textile materials
0611120,Of cotton
0611130,Of synthetic fibres
0611190,Of other textile materials
0611211,Of cotton
0611212,Of synthetic fibres
0611219,Of other textile materials
0611220,Ski suits
0611231,Of synthetic fibres
0611239,Of other textile materials
0611241,Of synthetic fibres
0611249,Of other textile materials
0611300,"RMENTS, MADE UP OF KNITTED OR CROCHETED FABRICS OF HEADING 5903, 5906 OR 5907"
0611420,Of cotton
0611430,Of man-made fibres
0611490,Of other textile materials
0611510,"Graduated compression hosiery (for example, stockings for varicose veins)"
0611521,"Of synthetic fibres, measuring per single yarn less than 67 decitex"
0611522,"Of synthetic fibres, measuring per single yarn 67 decitex or more"
0611529,Of other textile materials
0611530,"Other women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex"
0611594,Of wool or fine animal hair
0611595,Of cotton
0611596,Of synthetic fibres
0611599,Of other textile materials
0611610,"Impregnated, coated or covered with plastics or rubber"
0611691,Of wool or fine animal hair
0611692,Of cotton
0611693,Of synthetic fibres
0611699,Of other textile materials
0611710,"Shawls, scarves, mufflers, mantillas, veils and the like"
0611780,Other accessories
0611790,Parts
0620111,Of wool or fine animal hair
0620112,Of cotton
0620113,Of man-made fibres
0620119,Of other textile materials
0620191,Of wool or fine animal hair
0620192,Of cotton
0620193,Of man-made fibres
0620199,Of other textile materials
0620211,Of wool or fine animal hair
0620212,Of cotton
0620213,Of man-made fibres
0620219,Of other textile materials
0620291,Of wool or fine animal hair
0620292,Of cotton
0620293,Of man-made fibres
0620299,Of other textile materials
0620311,Of wool or fine animal hair
0620312,Of synthetic fibres
0620319,Of other textile materials
0620322,Of cotton
0620323,Of synthetic fibres
0620329,Of other textile materials
0620331,Of wool or fine animal hair
0620332,Of cotton
0620333,Of synthetic fibres
0620339,Of other textile materials
0620341,Of wool or fine animal hair
0620342,Of cotton
0620343,Of synthetic fibres
0620349,Of other textile materials
0620411,Of wool or fine animal hair
0620412,Of cotton
0620413,Of synthetic fibres
0620419,Of other textile materials
0620421,Of wool or fine animal hair
0620422,Of cotton
0620423,Of synthetic fibres
0620429,Of other textile materials
0620431,Of wool or fine animal hair
0620432,Of cotton
0620433,Of synthetic fibres
0620439,Of other textile materials
0620441,Of wool or fine animal hair
0620442,Of cotton
0620443,Of synthetic fibres
0620444,Of artificial fibres
0620449,Of other textile materials
0620451,Of wool or fine animal hair
0620452,Of cotton
0620453,Of synthetic fibres
0620459,Of other textile materials
0620461,Of wool or fine animal hair
0620462,Of cotton
0620463,Of synthetic fibres
0620469,Of other textile materials
0620520,Of cotton
0620530,Of man-made fibres
0620590,Of other textile materials
0620610,Of silk or silk waste
0620620,Of wool or fine animal hair
0620630,Of cotton
0620640,Of man-made fibres
0620690,Of other textile materials
0620711,Of cotton
0620719,Of other textile materials
0620721,Of cotton
0620722,Of man-made fibres
0620729,Of other textile materials
0620791,Of cotton
0620799,Of other textile materials
0620811,Of man-made fibres
0620819,Of other textile materials
0620821,Of cotton
0620822,Of man-made fibres
0620829,Of other textile materials
0620891,Of cotton
0620892,Of man-made fibres
0620899,Of other textile materials
0620920,Of cotton
0620930,Of synthetic fibres
0620990,Of other textile materials
0621010,Of fabrics of 5602 or 5603
0621020,"Other garments, of the type described in 6201.11 to 6201.19"
0621030,"Other garments, of the type described in 6202.11 to 6202.19"
0621040,Other men's or boys' garments
0621050,Other women's or girls' garments
0621111,Men's or boys'
0621112,Women's or girls'
0621120,Ski suits
0621132,Of cotton
0621133,Of man-made fibres
0621139,Of other textile materials
0621142,Of cotton
0621143,Of man-made fibres
0621149,Of other textile materials
0621210,Brassieres
0621220,Girdles and panty-girdles
0621230,Corselettes
0621290,Other
0621320,Of cotton
0621390,Of other textile materials
0621410,Of silk or silk waste
0621420,Of wool or fine animal hair
0621430,Of synthetic fibres
0621440,Of artificial fibres
0621490,Of other textile materials
0621510,Of silk or silk waste
0621520,Of man-made fibres
0621590,Of other textile materials
0621600,"OVES, MITTENS AND MITTS"
0621710,Accessories
0621790,Parts
0630110,Electric blankets
0630120,"Blankets (other than electric blankets) and travelling rugs, of wool or fine animal hair"
0630130,"Blankets (other than electric blankets) and travelling rugs, of cotton"
0630140,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres"
0630190,Other blankets and travelling rugs
0630210,"Bed linen, knitted or crocheted"
0630221,Of cotton
0630222,Of man-made fibres
0630229,Of other textile materials
0630231,Of cotton
0630232,Of man-made fibres
0630239,Of other textile materials
0630240,"Table linen, knitted or crocheted"
0630251,Of cotton
0630253,Of man-made fibres
0630259,Of other textile materials
0630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton"
0630291,Of cotton
0630293,Of man-made fibres
0630299,Of other textile materials
0630312,Of synthetic fibres
0630319,Of other textile materials
0630391,Of cotton
0630392,Of synthetic fibres
0630399,Of other textile materials
0630411,Knitted or crocheted
0630419,Other
0630491,Knitted or crocheted
0630492,"Not knitted or crocheted, of cotton"
0630493,"Not knitted or crocheted, of synthetic fibres"
0630499,"Not knitted or crocheted, of other textile materials"
0630510,Of jute or of other textile bast fibres of 5303
0630520,Of cotton
0630532,Flexible intermediate bulk containers
0630533,"Other, of polyethylene or polypropylene strip or the like"
0630539,Other
0630590,Of other textile materials
0630612,Of synthetic fibres
0630619,Of other textile materials
0630622,Of synthetic fibres
0630629,Of other textile materials
0630630,Sails
0630640,Pneumatic mattresses
0630690,Other
0630710,"Floor-cloths, dish-cloths, dusters and similar cleaning cloths"
0630720,Life-jackets and life-belts
0630790,Other
0630800,"TS CONSISTING OF WOVEN FABRIC AND YARN, WHETHER OR NOT WITH ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, EMBROIDERED TABLE CLOTHS OR SERVIETTES, OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE"
0630900,RN CLOTHING AND OTHER WORN ARTICLES
0631010,Sorted
0631090,Other
0640110,Footwear incorporating a protective metal toe-cap
0640192,Covering the ankle but not covering the knee
0640199,Other
0640212,"Ski-boots, cross-country ski footwear and snowboard boots"
0640219,Other
0640220,Footwear with upper straps or thongs assembled to the sole by means of plugs
0640291,Covering the ankle
0640299,Other
0640312,"Ski-boots, cross-country ski footwear and snowboard boots"
0640319,Other
0640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the instep and around the big toe"
0640340,"Other footwear, incorporating a protective metal toe-cap"
0640351,Covering the ankle
0640359,Other
0640391,Covering the ankle
0640399,Other
0640411,"Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like"
0640419,Other
0640420,Footwear with outer soles of leather or composition leather
0640510,With uppers of leather or composition leather
0640520,With uppers of textile materials
0640590,Other
0640610,"Uppers and parts thereof, other than stiffeners"
0640620,"Outer soles and heels, of rubber or plastics"
0640690,Other
0650100,"T-FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT"
0650200,"T-SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE, NOR WITH MADE BRIMS, NOR LINED, NOR TRIMMED"
0650400,"TS AND OTHER HEADGEAR, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED"
0650500,"TS AND OTHER HEADGEAR, KNITTED OR CROCHETED, OR MADE UP FROM LACE, FELT OR OTHER TEXTILE FABRIC, IN THE PIECE (BUT NOT IN STRIPS), WHETHER OR NOT LINED OR TRIMMED; HAIR-NETS OF ANY MATERIAL, WHETHER OR NOT LINED OR TRIMMED"
0650610,Safety headgear
0650691,Of rubber or of plastics
0650699,Of other materials
0650700,"AD-BANDS, LININGS, COVERS, HAT FOUNDATIONS, HAT FRAMES, PEAKS AND CHINSTRAPS, FOR HEADGEAR"
0660110,Garden or similar umbrellas
0660191,Having a telescopic shaft
0660199,Other
0660200,"LKING-STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND THE LIKE"
0660320,"Umbrella frames, including frames mounted on shafts (sticks)"
0660390,Other
0670100,"INS AND OTHER PARTS OF BIRDS WITH THEIR FEATHERS OR DOWN, FEATHERS, PARTS OF FEATHERS, DOWN AND ARTICLES THEREOF (OTHER THAN GOODS OF 0505 AND WORKED QUILLS AND SCAPES)"
0670210,Of plastics
0670290,Of other materials
0670300,"MAN HAIR, DRESSED, THINNED, BLEACHED OR OTHERWISE WORKED; WOOL OR OTHER ANIMAL HAIR OR OTHER TEXTILE MATERIALS, PREPARED FOR USE IN MAKING WIGS OR THE LIKE"
0670411,Complete wigs
0670419,Other
0670420,Of human hair
0670490,Of other materials
0680100,"TTS, CURBSTONES AND FLAGSTONES, OF NATURAL STONE (EXCEPT SLATE)"
0680210,"Tiles, cubes and similar articles, whether or not rectangular (including square), the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm; artificially coloured granules, chippings and powder"
0680221,"Marble, travertine and alabaster"
0680223,Granite
0680229,Other stone
0680291,"Marble, travertine and alabaster"
0680292,Other calcareous stone
0680293,Granite
0680299,Other stone
0680300,RKED SLATE AND ARTICLES OF SLATE OR OF AGGLOMERATED SLATE
0680410,"Millstones and grindstones for milling, grinding or pulping"
0680421,Of agglomerated synthetic or natural diamond
0680422,Of other agglomerated abrasives or of ceramics
0680423,Of natural stone
0680430,Hand sharpening or polishing stones
0680510,On a base of woven textile fabric only
0680520,On a base of paper or paperboard only
0680530,On a base of other materials
0680610,"Slag wool, rock wool and similar mineral wools (including intermixtures thereof), in bulk, sheets or rolls"
0680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials (including intermixtures thereof)"
0680690,Other
0680710,In rolls
0680790,Other
0680800,"NELS, BOARDS, TILES, BLOCKS AND SIMILAR ARTICLES OF VEGETABLE FIBRE, OF STRAW OR OF SHAVINGS, CHIPS, PARTICLES, SAWDUST OR OTHER WASTE, OF WOOD, AGGLOMERATED WITH CEMENT, PLASTER OR OTHER MINERAL BINDERS"
0680911,Faced or reinforced with paper or paperboard only
0680919,Other
0680990,Other articles
0681011,Building blocks and bricks
0681019,Other
0681091,Prefabricated structural components for building or civil engineering
0681099,Other
0681140,Containing asbestos
0681181,Corrugated sheets
0681182,"Other sheets, panels, tiles and similar articles"
0681189,Other articles
0681280,Of crocidolite
0681291,"Clothing, clothing accessories, footwear and headgear"
0681292,"Paper, millboard and felt"
0681293,"Compressed asbestos fibre jointing, in sheets or rolls"
0681299,Other
0681320,Containing asbestos
0681381,Brake linings and pads
0681389,Other
0681410,"Plates, sheets and strips of agglomerated or reconstituted mica, whether or not on a support"
0681490,Other
0681510,Non-electrical articles of graphite or other carbon
0681520,Articles of peat
0681591,"Containing magnesite, dolomite or chromite"
0681599,Other
0690100,"ICKS, BLOCKS, TILES AND OTHER CERAMIC GOODS OF SILICEOUS FOSSIL MEALS (FOR EXAMPLE, KIESELGUHR, TRIPOLITE OR DIATOMITE) OR OF SIMILAR SILICEOUS EARTHS"
0690210,"Containing by weight, singly or together, more than 50% of the elements magnesium, calcium or chromium, expressed as magnesium oxide, calcium oxide or chromic oxide"
0690220,"Containing by weight more than 50% of alumina, of silica or of a mixture or compound of these products"
0690290,Other
0690310,Containing by weight more than 50% of graphite or other carbon or of a mixture of these products
0690320,Containing by weight more than 50% of alumina or of a mixture or compound of alumina and of silica
0690390,Other
0690410,Building bricks
0690490,Other
0690510,Roofing tiles
0690590,Other
0690600,"RAMIC PIPES, CONDUITS, GUTTERING AND PIPE FITTINGS"
0690710,"Tiles, cubes and similar articles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm"
0690790,Other
0690810,"Tiles, cubes and similar articles, whether or not rectangular, the largest surface area of which is capable of being enclosed in a square the side of which is less than 7 cm"
0690890,Other
0690911,Of porcelain or china
0690912,Articles having a hardness equivalent to 9 or more on the Mohs scale
0690919,Other
0690990,Other
0691010,Of porcelain or china
0691090,Other
0691110,Tableware and kitchenware
0691190,Other
0691200,"RAMIC TABLEWARE, KITCHENWARE, OTHER HOUSEHOLD ARTICLES AND TOILET ARTICLES, OTHER THAN OF PORCELAIN OR CHINA"
0691310,Of porcelain or china
0691390,Other
0691410,Of porcelain or china
0691490,Other
0700100,LLET AND OTHER WASTE AND SCRAP OF GLASS; GLASS IN THE MASS
0700210,Balls
0700220,Rods
0700231,Of fused quartz or other fused silica
0700232,Of other glass having a linear coefficient of expansion not exceeding 5 millionths per Kelvin within a temperature range of 0 degrees C to 300 degrees C
0700239,Other
0700312,"Coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
0700319,Other
0700320,Wired sheets
0700330,Profiles
0700420,"Glass, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer"
0700490,Other glass
0700510,"Non-wired glass, having an absorbent, reflecting or non-reflecting layer"
0700521,"Coloured throughout the mass (body tinted), opacified, flashed or merely surface ground"
0700529,Other
0700530,Wired glass
0700600,"ASS OF 7003, 7004 OR 7005, BENT, EDGE-WORKED, ENGRAVED, DRILLED, ENAMELLED OR OTHERWISE WORKED, BUT NOT FRAMED OR FITTED WITH OTHER MATERIALS"
0700711,"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
0700719,Other
0700721,"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels"
0700729,Other
0700800,LTIPLE-WALLED INSULATING UNITS OF GLASS
0700910,Rear-view mirrors for vehicles
0700991,Unframed
0700992,Framed
0701010,Ampoules
0701020,"Stoppers, lids and other closures"
0701090,Other
0701110,For electric lighting
0701120,For cathode-ray tubes
0701190,Other
0701310,Of glass-ceramics
0701322,Of lead crystal
0701328,Other
0701333,Of lead crystal
0701337,Other
0701341,Of lead crystal
0701342,Of glass having linear coefficient of expansion not exceeding 5 millionths per Kelvin within a temperature range of 0 degrees C to 300 degrees C
0701349,Other
0701391,Of lead crystal
0701399,Other
0701400,"GNALLING GLASSWARE AND OPTICAL ELEMENTS OF GLASS (OTHER THAN THOSE OF 7015), NOT OPTICALLY WORKED"
0701510,Glasses for corrective spectacles
0701590,Other
0701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar decorative purposes"
0701690,Other
0701710,Of fused quartz or other fused silica
0701720,Of other glass having a linear coefficient of expansion not exceeding 5 millionths per Kelvin within a temperature range of 0 degrees C to 300 degrees C
0701790,Other
0701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares"
0701820,Glass microspheres not exceeding 1 mm in diameter
0701890,Other
0701911,"Chopped strands, of a length of not more than 50 mm"
0701912,Rovings
0701919,Other
0701931,Mats
0701932,Thin sheets (voiles)
0701939,Other
0701940,Woven fabrics of rovings
0701951,Of a width not exceeding 30 cm
0701952,"Of a width exceeding 30 cm, plain weave, weighing less than 250 g/m2, of filaments measuring per single yarn not more than 136 tex"
0701959,Other
0701990,Other
0702000,HER ARTICLES OF GLASS
0710110,Natural pearls
0710121,Unworked
0710122,Worked
0710210,Unsorted
0710221,"Unworked or simply sawn, cleaved or bruted"
0710229,Other
0710231,"Unworked or simply sawn, cleaved or bruted"
0710239,Other
0710310,Unworked or simply sawn or roughly shaped
0710391,"Rubies, sapphires and emeralds"
0710399,Other:
0710410,Piezo-electric quartz
0710420,"Other, unworked or simply sawn or roughly shaped"
0710490,Other
0710510,Of diamonds
0710590,Other
0710610,Powder
0710691,Unwrought
0710692,Semi-manufactured:
0710700,"SE METALS CLAD WITH SILVER, NOT FURTHER WORKED THAN SEMI-MANUFACTURED"
0710811,Powder
0710812,Other unwrought forms
0710813,Other semi-manufactured forms:
0710820,Monetary
0710900,"SE METALS OR SILVER, CLAD WITH GOLD, NOT FURTHER WORKED THAN SEMI-MANUFACTURED"
0711011,Unwrought or in powder form
0711019,Other
0711021,Unwrought or in powder form
0711029,Other
0711031,Unwrought or in powder form
0711039,Other
0711041,Unwrought or in powder form
0711049,Other
0711100,"SE METALS, SILVER OR GOLD, CLAD WITH PLATINUM, NOT FURTHER WORKED THAN SEMI-MANUFACTURED"
0711230,Ash containing precious metal or precious metal compounds
0711291,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals"
0711292,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals"
0711299,Other
0711311,"Of silver, whether or not plated or clad with other precious metal"
0711319,"Of other precious metal, whether or not plated or clad with precious metal"
0711320,Of base metal clad with precious metal
0711411,"Of silver, whether or not plated or clad with other precious metal"
0711419,"Of other precious metal, whether or not plated or clad with precious metal"
0711420,Of base metal clad with precious metal
0711510,"Catalysts in the form of wire cloth or grill, of platinum"
0711590,Other
0711610,Of natural or cultured pearls
0711620,"Of precious or semi-precious stones (natural, synthetic or reconstructed)"
0711711,Cuff-links and studs
0711719,Other
0711790,Other
0711810,"Coin (other than gold coin), not being legal tender"
0711890,Other:
0720110,Non-alloy pig iron containing by weight 0.5% or less of phosphorus
0720120,Non-alloy pig iron containing by weight more than 0.5% of phosphorus
0720150,Alloy pig iron; spiegeleisen
0720211,Containing by weight more than 2% of carbon
0720219,Other
0720221,Containing by weight more than 55% of silicon
0720229,Other
0720230,Ferro-silico-manganese
0720241,Containing by weight more than 4% of carbon
0720249,Other
0720250,Ferro-silico-chromium
0720260,Ferro-nickel
0720270,Ferro-molybdenum
0720280,Ferro-tungsten and ferro-silico-tungsten
0720291,Ferro-titanium and ferro-silico-titanium
0720292,Ferro-vanadium
0720293,Ferro-niobium
0720299,Other
0720310,Ferrous products obtained by direct reduction of iron ore
0720390,Other
0720410,Waste and scrap of cast iron
0720421,Of stainless steel
0720429,Other
0720430,Waste and scrap of tinned iron or steel
0720441,"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles"
0720449,Other
0720450,Remelting scrap ingots
0720510,Granules
0720521,Of alloy steel
0720529,Other
0720610,Ingots
0720690,Other
0720711,"Of rectangular (including square) cross-section, the width measuring less than twice the thickness"
0720712,"Other, of rectangular (other than square) cross-section"
0720719,Other
0720720,Containing by weight 0.25% or more of carbon
0720810,"In coils, not further worked than hot-rolled, with pattern in relief"
0720825,Of a thickness of 4.75 mm or more
0720826,Of a thickness of 3 mm or more but less than 4.75 mm
0720827,Of a thickness of less than 3 mm
0720836,Of a thickness exceeding 10 mm
0720837,Of a thickness of 4.75 mm or more but not exceeding 10 mm
0720838,Of a thickness of 3 mm or more but less than 4.75 mm
0720839,Of a thickness of less than 3 mm
0720840,"Not in coils, not further worked than hot-rolled, with patterns in relief"
0720851,Of a thickness exceeding 10 mm
0720852,Of a thickness of 4.75 mm or more but not exceeding 10 mm
0720853,Of a thickness of 3 mm or more but less than 4.75 mm
0720854,Of a thickness of less than 3 mm
0720890,Other
0720915,Of a thickness of 3 mm or more
0720916,Of a thickness exceeding 1 mm but less than 3 mm
0720917,Of a thickness of 0.5 mm or more but not exceeding 1 mm
0720918,Of a thickness of less than 0.5 mm
0720925,Of a thickness of 3 mm or more
0720926,Of a thickness exceeding 1 mm but less than 3 mm
0720927,Of a thickness of 0.5 mm or more but not exceeding 1 mm
0720928,Of a thickness of less than 0.5 mm
0720990,Other
0721011,Of a thickness of 0.5 mm or more
0721012,Of a thickness of less than 0.5 mm
0721020,"Plated or coated with lead, including terne-plate"
0721030,Electrolytically plated or coated with zinc
0721041,Corrugated
0721049,Other
0721050,Plated or coated with chromium oxides or with chromium and chromium oxides
0721061,Plated or coated with aluminium-zinc alloys
0721069,Other
0721070,"Painted, varnished or coated with plastics"
0721090,Other
0721113,"Rolled on four faces or in a closed box pass, of a width exceeding 150 mm and a thickness of not less than 4 mm, not in coils and without patterns in relief"
0721114,"Other, of a thickness of 4.75 mm or more"
0721119,Other
0721123,Containing by weight less than 0.25% of carbon
0721129,Other
0721190,Other
0721210,Plated or coated with tin
0721220,Electrolytically plated or coated with zinc
0721230,Otherwise plated or coated with zinc
0721240,"Painted, varnished or coated with plastics"
0721250,Otherwise plated or coated
0721260,Clad
0721310,"Containing indentations, ribs, grooves or other deformations produced during the rolling process"
0721320,"Other, of free-cutting steel"
0721391,Of circular cross-section measuring less than 14 mm in diameter
0721399,Other
0721410,Forged
0721420,"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
0721430,"Other, of free-cutting steel"
0721491,Of rectangular (other than square) cross-section
0721499,Other
0721510,"Of free-cutting steel, not further worked than cold-formed or cold-finished"
0721550,"Other, not further worked than cold-formed or cold-finished"
0721590,Other
0721610,"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80 mm"
0721621,L sections
0721622,T sections
